name,review
시민덕희,"['연기,스토리,연출 좋았어요 ', '실화라는게 놀랍네요! 재미있어요', '재미있어요 ~~~~', '스토리도 너무 재밌고 극한직업이랑 범죄도시 섞은듯한 기분이라 너무 익숙했어요 ', '믿고 보는 라미란님 보이스피싱하루에  문자 전화도 많이 오는데다들 조심하세요 그리고  악당총책이 약했음그래도 염혜란  장윤주 공명 안은진 화이팅이선균님 영화도 기다릴께요', '추천해요 재밌고 연기력좋아요', '라미란 배우님 비롯 여자 배우님들 연기 너무 좋았구요.실제로 저희 친정엄마도 보이스피싱 피해자여서 눈물 났었어요정의가 세상을 이길수 있다는 희망도 생기고 덕희의 집념과 끈기 굿', '경찰은 왜 이렇게 영화에서는 항상 답답할까? 시민 덕희가  다 했네', '기대이상으로 재미있어요', '모든배우들이 연기를 잘하네요 재미있게 시간가는줄 모르고 봤어요', '재밌게 봤습니다 만드시느라 고생하셨어요~ ', '캐릭터를 다루는 디테일 부분에서 아쉬운 구석도 있지만, 킬링타임으로 손색없다.관객들 극장 분위기도 나쁘지 않았음', '한편으론 통쾌하고, 한편으론 분노가 치미는. 범죄자들이 판치는 데도 안일한 국가 행정력. 제발 모두 밥값 좀 하는 세상이 되었으면.. ', '라미란님 너무 좋아', '당한사람만 억울한 세상--', '믿고 보는 배우님들...', '제발 이런 일이 그만 생기면 좋겠어요. 사기를 안 당해도 살기 힘든 세상. ', '앞뒤 자막으로 드러나는 놀랄만한 사실이 과장된 영화 속 드라마와 묘한 대비를 이룬다', '실화인 걸 모르고 가서 더 재미있었어요', '화성 경찰보다 피해자 아줌마가 더 세다', '실화바탕이라 더 재미있네요', '실제 주변에서 일어나는 심각한  범죄예방을위해 경각심을 주는 좋은 슽느리이다', '완전 재미있어요 시간간줄 모르고  라미란 개그연기짱', '라미란 배우 나오는 영화는 거의 비슷함', '믿고보는 배우! 영화 잘 보고 나왔습니다', '너무너무 재미있게 봤어요 ', '추천합니다. 시간이 남아 봤는데 영화 괜찮네요^^', 'kbxgzjfzjgzjfzjzjf', '실화바탕영화라 더 몰입감있게 봤어요', '역시 믿고 보는 라미란님입니당😁😁👍🏻👍🏻👍🏻', '재미있게 잘 봤어요!', '갈수록 무르익는 라미란의 연기!', '실제사건으로  배경을해서  넘 잼났어요', '경찰보다 나은 세탁소사장님 👍 ', '빠른 전개와 흥미진진한 스토리 배우들의 연기가 돋보였습니다', '킬링타임으로 재미있게 보고 갑니다', '조아요맘에들어요 조아요맘에들어요 ', '아주 재밌어요 배우님들 진짜 최고에요', '실제사건보다 경찰을 너무 미화함', '실화 기반 현실이 더 대단하네요.', '너무 잘 봤어요~~~', '후반부가 조금 아쉽다', '기대를 안했었는데 재미있게 잘 봤습니다. 건승하세요!', '라미란 언제 뭘 맡겨도 참 잘함. 사실상 타이틀 롤 맡아서 흥행 가능한 여배우 원탑임. 미쓰봉 살짝 거슬렸음. 염혜란 언제나 내 최애.', '별로 기대 안했는데 재밌었어요! 두시간 내내 집중하면서 봤네요', 'Voice fishing 조심', '이게 실화라는게.. 보이스피싱 조심하고 또 조심해야겠다.', '시민덕희 영화를 재미도 느끼고 시민들에게 보이스피싱을 해서 피해를 봤는데 라미란 배우가 동료들과 직접 가서 하는게 보기 좋았습니다.^^', '그냥 재미있는 영화네요', '실화가 바탕이라는 점. 보이스 피싱의 위험에 대해 다시 한 번 각성을', '배우들 연기도 좋고 연출도 좋았다 다만 몬가 무난하게 느낌이었다 나쁜것도 아닌데 몬가 좋은것도 아닌 느낌이었다', '연기와 스토리, 연출 어느 하나 빠질 것 없이 좋다', '역시 믿고보는 배우들 덕분에 재밌게 봤지만 실제 현실 덕분에 찝찝하게 끝나서 화가남. 이 나라 법이, 행정이 이 수준이라 어쩔수 없지만 그래서 더 분하고 짜증남 ^^ 영화는 추천', '시간가는줄 모르고 봤어요 넘 재미있고 실화라니 믿어지지 않네요 배우들 연기도 넘 좋았어요 포상금1억 국가에서 줘야 할듯정말 보이스피싱 질리네요 지금이라도 중국으로 쳐들어가야 할듯', '슬픔 분노 기쁨 재미짐까지 고루고루 갖춘 보기드문 영화 보고 나오자마자 여기저기 전화해서 추천할정도로 너무 가슴에 남는 영화였어요 ', '시민덕희 잘 봤습니다', '영화 재미있네요. 좋아요', '좋아요 잘 봤어요.', '배우들연기내용 좋았어요', '부모님이 좋아하셨어요 ', '재미있게 관람했습니다.', '기대 이상으로 재미있어요 보이스피싱 범들 죽어', '재밌어요좋아좋아요오옹', '라미란 배우의 연기가 눈부시었습니다.어디선가 본듯한 스토리의 구성', '시민덕희 잘 봤습니다', '믿고보는 배우 실화 바탕이라 실감난다', '재미있게 봤습니다^^', '신고 보상금 왜...', '영화처럼 실화도 그랬다면~', '마지막은 통쾌했지만 너무 심장쫄깃 ㅠ 힘들었어요', '너무 재밌게 봤습니다..', '나쁘지 않고 니름 뭐 ㅎㅎ', '재미있게봤어요 짱짱^^', '오 이게 k무비 좋아요', '상쾌통쾌한 맛을 남겨주어 스트레스가 팍 풀리네~~ 즐감^^', '실화라는 것이 놀랄 따름이다. 연기도 좋았고, 다들 보이스피싱에 당하지 않아야 하고....이런것들은 뿌리를 폽아내야하는데.,.', '재미, 감동, 피해자들의 마음을 느낄수 있었다. ', '어머니란 용감하며 위대한 존재.', '라미란배우님 연기력 굿굿', '잼나게 잘봤어요~~', '시간가는줄 모르고봤어요 전체적으로 볼만합니다', '재밌게  잘봤고. 배우들의 연기가. 좋아요 ', '현실적인표현 정말 굿 역시 라미란 믿보배', '시민 덕희의 집요한 추적', '아줌마들의 활약 최고에요', '실화바탕의 감동과 정의실현을 보여 준 영화!배우들의 실감나는 연기가 몰입감을 주었다. 이무생배우의 악역 연기에 박수를 보낸다.', '재미있게ㅡ봤습니다.~&#35;&#35;&#35;', '꼭보세요 강추 넘 재밌어요', '실제 주인공이 있다는거에 놀라면서 지루하지 않게 잘 봤어요', '잘 봤습니다....', '실화바탕이라고 생각하고 더 진지하게 보았어요.', '이게 실화야 정말 대단하네 짱', '실화라 놀랍 총책 잡기 대단하심 재밌게 볼만 함', '보이스피싱 조심합시다', '한국영화 쓸데없이 잔인하게 만들지좀 마요', '가볍게 보기 좋아요. 생각보다 자극적', '감동 재미도있고 잘봤어요 ~~ ^^❤️🧡', '재밌습니다 추천합니다', '재밌습니다 추천합니다', '재밌습니다 추천합니다']"
웡카,[]
데드맨,[]
외계+인 2부,"['1편도 잼있게 봤지만 스토리 배은 다 좋았어요', '1부 복습하고 보러갔습니다 재미있어요ㅎㅎ', '1도 재미있었는데 2도 재미있어요.흥행이 안되는 이유를 모르겠네요', '외계인에 대한 디테일이 너무 잘 살아있어서 놀람. 1편을 능가하는 재미와 감동', '1부에서 펼친 서사를 2부에서 제대로 회수!', '잼났오요 볼거리만아요', '한국영화같지않은 영상 스토리&#40;good&#41;', '개인적으로 참_ 좋아하는 창르... 너무 재미나게  봤어요~', '떡밥회수하다가 허송세월', '1부 안 보고 봄. 나쁘지 않았음.', '몇년전에 찍은 영상을 이제 보여주는 느낌~ 아역이 다 컸어요~~^^', '잼나요. 1부보다 스토리 구성이 더 나은듯.', '너무너무 재미있게봤습니다!!', '좋아요좋아요좋아요좋아요', '좋아요좋아요좋아요좋아요', '1부보다는 볼만하네요', '재미나게 잘 봤습니다.', '시즌1 안 보고 봤는데도 재밌었오요~', '너무좋아요 추천합니다 ', '넘너 재밌고 즐거웠어요', '전개가 예상치 못한 방향으로 흘러가는 게 재밌었다 전형적인 히어로물처럼 보이기도 하지만 또 아예 다른 방식의 히어로물로 읽히는 외계인2부 ', '너무 재밌었어요 아이랑 잘 봤어요', '외계인1원을 너무 재미 있게 봐서 2도 관람 했는데역시나 너무 재미 있어요.연기들을 너무나 잘해서 기분 전환했습니다.', '1부 재밌게봤는데 2부는 진짜아니다. 스토리에 구멍이 많음.', '시간 가는 줄 모르고 봤습니다. 넘 재미있습니다.', '반전이있네요~예상안했던것에서~재밌었어요', '아~~~~ 감독님 저는 진짜 재밌단 말이에요 ㅠㅠㅠ 여러분 고민 말고 보셔도 후회 안합니다...', '개인적으로는 1편이 더 재밌었음', '1부보다는 재미있는거 같습니다', '기대안하고봤는데 재미있었어요', '가족단위의 관람으로 좋은 영화였으며 스토리가 생각보다 단계적으로 넘어가서 좋았음', '처음에는 볼만햇는데 뒤로 갈수록 허무하게 끝난다고 해야할지', '외계인1부를 봤다면2부도 기대했죠', '무엇보다 빛났던 염정아 조우진의 하드캐리', '재밌음 초중고생들 재밌음이렇게 완벽한 시나리오는 처음', '재미있게 관람하였다', '개인적으로 1편이 더 재밌었습니다', '참신하고 기발함 웃김', '영화 잘 봤습니다.', '잘 보았습니다 잘 보았습니다 잘 보았습니다', '1편은 재밌게 봤는데 2편은 별로 재미가 없다. 여전히 과거 현재가 왔다갔다 하고 심지어 1에서 나왔던 사건을 인물 시점만 다르게 해서 또 보여준다. 캐릭터들은 매력있는데 연출구림', '근래 본 영화 중 최고.. 배우들 연기에 배 찢어지는 줄 알았어요 즌1은 즌2를 위한 밑밥이다……', '재미있게 잘 봤어요 배우들 짱짱', '기대가 크면 실망도 큰법', '스토리, 편집의 부족함을 배우들의 연기로 만회.', '인생영화!!! 배우들 하나하나 연기가 짱이였음!!!', '그 특유의 부조화가 은근 매력이란 말이야', '1부 보고 2부내용이 너무 궁금해서 봤네요. 너무 재미있어요', '외계+인 2부 어수선합니다. ', '1부의 그 갈팡질팡 이야기가 2부에서야 마무리된다', '뭔가 굉장히 아쉬워....', '개연성 떨어지거나 억지스러운 부분이 있지만 생각보다 나름 재미있게봤네요.', '즐겁게 봤어요.~~', '역시 2도 재미 있네요.  후속작도 나왔으면 좋겠네요.', '1부에 비해 2부가 정돈된 전개에 화려한 액션이 인상깊었고 재밌었다!', '1편도 재미있게 보았는데 2편이 저는 더 재미있더라고요 시간가는줄 모르게 봤습니다. 오락 흥미 감동 반전 다 갖춘영화에 우리나라 영화라니 하는 생각이 드는 장면도 많고요 추천합니다', '나름 반전 있어서 잼났슴 확실히 1부보단 덜 오글거림', '한동한 잊고 있다가 깨달았어. 맞아. 영화는 재미있어', '재미있게 봤습니다. 2최고', '내용이 모두 연결되고 정리되면서 재미있었ㅇ요', '1편을 봐서 또 봤네요 ', '온가족이 즐겁게 관람~~', '진짜 재밌어요 ㅠㅠㅠ', '너우무무 좋아용ㅗ우왕', '재미없어요 지겨워요', '아이들과 잼있게봤어요~', '재미있게  잘 봤습니다!', '재미있게 잘 봤습니다!', '1부 보다 더 재미있었고, 배우들 연기도 뛰어났고, 특수효과가 훌륭해서 몰입이 잘 되었다~~', '아이들과 전 너므 재미있게 질 보고 왔어요 3부 또 나왔음 ', '재미없다고 이상하다고 하는 평들 이해 안 갔어요 배우들의 합이 정말 좋았고 액션 연출 cg 다 조아써요', '배우들의 재기발랄함이 인상적이네요.~~', '1편 보다 재미있어요^^', '재미있네요.시간가는줄 모르고 봤어요', '우리나라영화도 이렇게  만들수수있네요', '1부때 보고 잘봣다햇고..2부도 기대했고..이해못했던게 반전이라 더 잼게본거같음뭐나름 3부나와도 볼거같음 ㅎ 막 우와 이런건아니지만..볼만햇음', '계속 시도 해 주세요^^*~', '1편에서 이어지는 스토리가 탄탄하고 좋았음.', '감독님의 믾은 노력이 보입니다', '아주 재밌게 잘 봤어요요요용', '흥미있게 웃으면서 재미있게 봤네요 1편 보다 더 재미었어요', '2부는 1부에서 못한 이야기를 메꾸기위한 영화임.', '배우들의 연기가 최고예요 👍 ', '완벽하지는 않지만 훌륭한 마무리였다', '주연배우님들 넘 멋지십니다', '스토리 재밌어요. 잘 봤습니다.', '외계+인2부 잘 봤어요. CG GOOD', '아쉽네요.. 너무 주구난방', '재밌게 잘봤어요.~~', '1을 보고 2를 넘 오래기다렸는데역시 재밌네요2를 보고나니 전체적으로 이해가 되네요', '아이들이 좋아하네요', '영상도 생각보다 완벽했고 스토리도 흥미진진~~ 잼써요', '처음부터 끝날때까지 흥미있게 정말  잘 봤어요 ', '버릴 캐릭터가 하나도 없다 회자정리 거자필반', '1편보다 저는 재미가 없네요', '진짜 신경써서 잘만드셨네요. 재미있게 잘봤습니다. 역시 준열이 멋져욤', '재미는 있었지만 아쉬움이 남는다', '이번년도 추천하고 싶은 영화 외계인2 이에요. ', '기대이상을 보여줌.운이 좋지않았던 영화.', '재밌네요 cg 또한 자연스럽게 연출되어 좋았습니다 자녀들과 함께 보시죠 ']"
위시,"['좋은영화  잘보고왔습니다', '처음엔 난감했던 그림체였다. 겨울왕국이나 모아나같은 스타일은 아니었지만 노래는 좋았다.', '영상도예쁘고 재미도있어서 아이하고즐겁게 관람했어요', '디즈니는 항상 깁7ㄴ은 합니다.', '재밋게 잘 봤습니다.', '평일이라 그런지 사람이 너무 많지 않아서 여유있게 관람했네요. 시설도 쾌적하고 좋았습니다.디즈니100주년 기념영화라고 하던데 정성이 느껴졌습니다. 겨울왕국 보다 재밌었어요.', '너무 귀엽고 재밌어요!', '이게 무슨 메시지일까', '영화가 전달하려는 메시지를 극대화 시켜주는 ost', '별이 너무 귀여워요😍 ost도 좋고 감동적이었습니다.', '아이랑 재밌게 봤어요', '역시 디즈니는 OST', '위시 재밌게 봤어요', '어른은물론 아이들에게 꿈과희망을주는 스토리 감동적이예요.', '오랜만에 보는 디즈니스러운 영화', '귀가 즐거운 영화, 스토리는 빈약했음', '나쁘지 않았지만 디즈니 전작들에 비해 아쉬웠어요', '중1 딸래미가 재밌다고 함', '여태 나왔던 디즈니 시리즈 보다 별로예요 30주년이라해서 믿고 봤다만.. 그래도 재밌어요', '초등아이 재미있게 봤어요', '너무 따뜻하고 기분좋은 영화여서 재충전언 도움이 되었다아이들과 보면 너무 좋은 영화 입니다', '아이와 함께 재밌게 봤어요 감동있는 영화에요', '그동안 디즈니영화들의 오마주가 있는 작품이네요노래는 좋은데 스토리는 약간예상가능하고 심플하네요어른한테는 좀 뻔하고 심심한데 애들은 좋아할듯영상화려해서 볼만하고 별 귀여움', '시간가는거 모르고 봤어요', '디즈니 100주년 기념 영화 위시 무난했어요', '아이가 좋아했습니다. ', '위시 위시 위시 위시', '굿굿 더빙퀄 좋아요! 노래도 전부 바꿔서 부르네요!', '재미있게 잘 봤어요.', '요새 디즈니가 흥행작이 별로 없어서 기대는 안하고 갔는데 생각보다 재미있게 봤어요', '아이들이 좋아해요~', '무서운 장면 있는데 볼만해요.', '다른디즈니작보다는.', '디즈니 다워요~~~^^', '신나게 봤습니다^^', '좋았습니다 추천합니다.', '너무나 멋지고 꿈에 대해 생각 해본 시간이었어요', '재미있게 잘  봤어요.', '그냥저냥 디즈니니까 보는 정도', '\u200d\u200d  \u200d\u200d  \u200d\u200d', '품고있기에 소중한 소원들', '넘 재미있게 봤어요.', '아이들과 재미나게 잘봤이요~^^', '많이 기대했어서 그런가 생각보다 유치했고 결말이 너무 뻔했어요. 그래도 역시 디즈니 ost는 명불허전이였고 장면장면이 엄청 디테일하고 몽환적이였어요. ', '촤고였다네요~ 딸들이👍👍', '딸 아이랑   넘 재밌게  보고왔어요~~~^^추천이요~~!!!♡♡♡', 'ost 아름답고 8세 여아 즐겁게 관람했습니다', '보는데 감동받아서 아이랑 훌쩍거렸어요..ㅠㅠ', '100주년 기념작이라 말하기 무색한 애니메이션. 넘 유치하고 엉성한 스토리에 할말을 잃을 정도.그나마 음악이 좋아 끝까지 볼 수 있었음.', '재밌게 잘 봤습니다', '일단 재밌고 영상과 음악이 너무 멋지네요', '영상미가 뛰어나서 만족', '지금까지봤던 디즈니 악역중에 가장 나쁘게 나온것같아서 보는맛이 있었음. 살짝 유치하고 인물들의 서사가 딱히 없어서 아쉽지만.. 나름대로 볼만함', '당신의위시를지켜줄거에요', '잔잔한 감동이 있지만, 역대 가장 소박한 디즈니 영화  같아요.가장 기억에 남은건 예쁜 별이랍니다~~', '기억에 남는 노래가 없다 ㅠ ㅜ ', '스토리는 다소 심심할 수 있지만 노래가 좋아서 커버가 됨. 100주년이라고 특별한걸 만들기보단 과거작들의 느낌을 그대로 따라가려는 듯한 느낌이 들었음. ', '꿈을 잊고 사는 사람들에게', '전체연령가라서 어쩔 수 없는 클리셰 영화. 100주년 기념이라 기대가 너무 컸던듯', '좋은영화임다 wish ♡♡', 'ㅜㅜ역시 감동..난 디즈니사랑함', '지금껏 디즈니가 수많은 공주를 통해 말하고 싶었던 꿈과 메세지를 가장 잘 표현한 영화.. 음악이 영화에 잘 녹아들어서 눈물이 자동으로 흘렀다.', '더 나은 우릴 위한 큰 꿈', '역시 명불허전 디즈니ㅜㅠ', '잔잔한 감동 아이와 보기 좋응', '오마주가 없었음 아쉬웠을 개연성 ', '뻔한 스토리와 뮤지컬 부분이 많아 아쉬웠지만 전달하는 메시지가 참 좋아서 그걸로 모든 단점을 무마시킨…다같이 노래할 때 벅차올랐다 정말!!', '디즈니 노래 분위기가 많이 바뀌었네요', '재밌게 보고 왔어요~ ', '뻔한 결말이지만 가슴에 남는 한 마디! &quot;나는 별이다.&quot;', '기대보단 아쉬웠어요', '간만에 재밌는 디즈니', '디즈니 100주년을 기념할만한  작품', '스토리 영상미 ost 뭐하나빠짐없이 기억에 남는게 하나도 없습니다..ㅋ 아 별이 조금 귀여웠네요', '스토리와 음악이 아주 좋아요 😀 👍 😍 ', '노래도 좋고 희망을 보여줘서 좋았어요', '영상미는 디즈니의 100년 역사를 담는데 충분했으나, 스토리에 의견을 담는 버릇을 고쳐야 할듯..', '좋은 영화 잘 봤습니다!', '예전의 디즈니를 잃었고 100주년치고는 아쉽다', '디즈니는 언제나 옳아요~~ㅎㅎ 재미있어요', '몇번을 봐도 재밌습니다..!', '노래가 좋아서 빠져들었어요', '좋은 점을 찾으려고 노력했으나... 다들 기대만 못해서 아쉬웠습니다. 설정 자체가 공감이 좀 힘들고, 빌런이 매력적이지 않으며, 주인공의 친구들이 너무 입체적이지 않아요.', '가볍게 보기좋고 보고나면 기분이 좋아집니다.', '별님 소원을 들어주세요', '꿈의 소중함에 대해 생각하게 됨. 노래가 좋음', '그냥 그냥 볼만해요 ㅋ', '소원이 있으니깐 희망이 있는것같네요', '아이와 함께 봤어요~ 감동적이네요~ 내 마음속에 위시를 생각해보게 되는 영화~', '이미 실현된 디즈니의 꿈\U0001fa77', '감동과 여운이 오래가요~', '그냥 그랬던 디즈니 100주년기념 영화', '아이들과 함께 봤는데, 나름 재미있어요뮤지컬 같은 요소가 있어서 노래도 듣고 했는데인도영화 같은 느낌이네요~스토리는 약간 부자연스럽게 느껴지지만 메세지는 괜찮네요~', '기대가 너무 컸었나봐요. 뭔가 짜집기힌 느낌이랄까?', '디즈니 팬 신나라고 만든 영화 그래서 신남', '아이가 참 좋아하네요~~', '노래가 좋다 별이 귀여움', '디즈니스러운 동심어른의 현실 말고 어릴 때 아이의 마음가짐 세팅 필요', '느슨한 전개에도 불구하고 감동적인 결말, 곳곳에 이스터 애그를 발견하는 즐거움!', '100주년이라서 일부러 그림같은 느낌을 섞어 만든 영화같다. OST가 좋았다.스토리는 디즈니의 클리셰']"
인투 더 월드,"['스토리가 재미있었어요', '6살 아들과 봤는데 재미 있네요악역도 적당하고 스토리가 볼만 합니다.초등학생 저학년 까지는 괜찮을 듯 합니다.', '재미도 있구 감동도 있네요', '아이들이 좋아하네요', '가족영화.재밋게 잘 봤습니다', '청둥오리가족들의 스릴있는 여행이 재미있습니다~~^^', '가족들은 항상 꿈꿔온 자메이카로 생애 첫 가족 모험을 떠나기로 한다.', '다른영화인줄 알고 영화괔 뛰쳐나올뻔ㅋㅋㅋ', '아이들과 같이보기 좋았어요 초등학생들인데, 재밌었대요~ㅎㅎ', '진짜 재밌다. 대만족', '재미있게 잘 봤습니다.', '위시랑 이거중에 고민했는데 후회 안했다', '스케일도 크고 스토리도 재미있네요 아이들과즐겁게봤어요', '아이랑 재미있게 봤어요', '애들과 모험이야기 신나게 봤어요.', '가족영화로 추천합니다', '그럭저럭 나쁘짗않았움', '아이들이재미있게봤어요', '재밌게 잘봤어요 좋아요', '모처럼 재밌게 봤어요', '애니라고 하기에 영상, 성우들의 연기....너무 감동이 크다...고맙습니다👍', '재밌게 봤습니다 만드시느라 고생하셨어요~ ', '재밌게 잘 봤습니다', '너무 재밌게 관람했습니다.', '잼나게 봤네요 추천합니다', '가족끼리 보기 좋아요 ', '가족 연인과 가볍게 보기 좋아요', '영화가 많이 재미있었고 신나는 모험이었습니다.^^', '마당을 나온 암탉 외국 버전', '재미나네요 감동두있구', '인투더월드 재밌습니다', '재밌었습니다! 오리 귀엽고 살짝 동심파괴...', '왜가리 파트 기괴하고 재밌었어요', '어른이 보아도 희망과 설렘이 느껴지는 영화.완전 꿀잼.', '재미나고 즐거웠습니다^^', '10살 아들래미랑 꺌꺌꺌 거리면서 봤어요ㅎㅎ 넘나리 흐뭇^^', '아이들에게 좋은 영향을 준 영화', '가볍게 보기 좋아요', '초반에는 재미가 없었는데 갈수록 볼만했다 가끔 어이없어 헛웃음이 나왔다', '재밌어요 하하 재밌네요 하하', '어린이 영화라 전체적으론 뻔하지만 뻔하지 않은 스토리', '생각보다는 재밌었고4살5살 아이들도 재미있게 관람했어요재미도있고 감동도 있었답니다', '유쾌하게 관람하기 좋네요', '가족과 보기 좋아요~^^', '어른인 제가 봐도 너무 귀엽고 웃기고 재밌어요ㅋㅋ', '오리들의 모험을 떠나는 이야기 아이가 재미있었다고 하네요', '영상이 너무예쁘네요 초2 남자아이들이랑 봤는데 좋아했어요', '굿 아이들이 너무 좋아해요', '시간이 맞지않아 더빙으로 봤는데 넘재밌었어요!!!왜 이리 예매순위가 저조한지 의아합니다', '아이들이 보기에 딱~짧은이야기', '오리 귀여워요 아이들이 좋아할 작품', '비둘기 오리들의 협업', '애들이 좋아했고 흥미진진했어오', '새로운 도전!! 재밌어요 ', '별 기대없이 봐서 그런지 볼만한 영화예요. 전형적인 미국 애니입니다. ', '아이땜에 봤는데 내가 저 재밌게 본 영화', '인투더월드  재밌었어요 ', '영상, 음악, 스토리 빠짐없이 재미있어요', '가족영화로 good!', '교훈같은걸 주는 영화', '가족과 함께 재미있게 봤어요. 막내오리 귀여워요^^♡', '아이가 너무 신나게 봤어요♥️😀', '아이들이 넘 잼나게 관람했어요', '너무너무 재밌게 잘 봤습니다', '아이들이 근래에 본 다른 애니메이션보다 재미있다네요', '너무 재미있게 봤어요. 그웬 너무 귀여워요❤️', '집떠나면 고생???', '아이들이 잼나기 봤어요', '아이가 너무 즐겁게 봤어요', '아이들과 흥미롭게 봤어요.', '흥미로운이야기! 기대중입니다!', '아이들하고 보기에 좋았습니다. 재미있고요.', '재미있을줄 알고 기대하고 봤는데 재미없어요ㅠㅠ', '자주 영화를 보니 더이상 볼게 없어 시간 때우려고 관람.혹시나 했지만 역시나..마블도 그렇고 에니메이션도 그렇고더이상 신선하지도 재미도 감동도 없슴.한계에 도달한 느낌.', '그럭저럭 아이랑 보기 괜찮은 듯', '재미있게 봤습니다.', '새로운 도전과 역경을 헤쳐나가는 모습에 곧 초딩이 될 친구에게도 새로운 환경에서 적응할 격려와 응원을 할 수있었어요^^', '너무 재미있게 보있습니다~ 어른이 보아도 재미있어요~^^', '어린아이들이 보기에는 재밌을것같은데, 성인인 제가보기에는 그닥 마음이 가진않았어요.', '아주 예전 리오만큼은 아니어도 감동,유머 모두 갖춘 재밌는 애니메이션 너무 재밌게. 봤어요. 이런 애니. 많이 나왔으면 좋겠어요.', '어린 자녀와 함께보면 좋은 영화', '메세지가 있는 영화', '재밌었다 독특한 관점이 있다', '오리  가족  용기와 모험  더불어  함께하는 행복한  여행참 잘했어요', '모험을 두려워하지 말자', '아이들과 보기 적당한 영화에요', '방학이라 아이가 즐겁게 봤어요', '아이가 재미있게 잘 관람하네요', '한곳에 머무르고 싶은 아빠와 모험을 떠나고 싶은 엄마. 엄마와 가족의  설득으로 드디어 모험을 떠나는 이야기 너무 경쾌하고 영상이 알록달록 예뻤다. 초저중 학년까지는 즐겁게 볼 다', '아이가 친구랑 재밌게 봤다고 하네요', '40대 아저씨도 재밌게봤습니다ㅎㅎ', '아가들이 너무 좋아했어요♡♡', '인투더월드 재밌습니다', '늦어서못봣어요ㅠㅠㅠ다시볼께여', '조카들이 잼있게 보았어요^^', '아이들이 잼나하네요~', '어른도 아이도 행복해지는 영화', '아이들이 엄청 좋아했어요', '그런대로 볼 만 했어요.', '애니매이션 캐릭터들이 너무 귀여웠다']"
